Title,URL,Sub
The Outcomes and Interventions of Health Informatics,https://www.coursera.org/learn/the-outcomes-and-interventions-of-health-informatics?specialization=health-informatics,Health Informatics
First Steps in Making the Business Case for Sustainability,https://www.coursera.org/learn/sustainable-business?specialization=sustainable-business-change-agent,Leadership and Management
Building No-Code Apps with AppSheet: Foundations,https://www.coursera.org/learn/building-no-code-apps-with-appsheet-foundations?specialization=building-no-code-apps-with-appsheet,Cloud Computing
State Estimation and Localization for Self-Driving Cars,https://www.coursera.org/learn/state-estimation-localization-self-driving-cars?specialization=self-driving-cars,Software Development
Content Strategy for Professionals: Managing Content,https://www.coursera.org/learn/content-management-strategy?specialization=content-strategy,Marketing
Features and Boundaries,https://www.coursera.org/learn/features-and-boundaries?specialization=firstprinciplesofcomputervision,Algorithms
"Content, Advertising & Social IMC",https://www.coursera.org/learn/social-imc?specialization=social-media-marketing,Marketing
"Everyday Excel, Part 2",https://www.coursera.org/learn/everyday-excel-part-2?specialization=everyday-excel,Design and Product
Optical Efficiency and Resolution,https://www.coursera.org/learn/optical-efficiency-and-resolution?specialization=optical-engineering,Electrical Engineering
Healthcare Data Quality and Governance,https://www.coursera.org/learn/healthcare-data-quality-governance?specialization=healthcare-information-literacy-data-analytics,Health Informatics
Relational Database Design,https://www.coursera.org/learn/relational-database-design?specialization=databases-for-data-scientists,Data Management
Introduction to Data Science in Python,https://www.coursera.org/learn/python-data-analysis?specialization=data-science-python,Data Analysis
Understanding Cancer Metastasis,https://www.coursera.org/learn/cancer-metastasis?specialization=cancer-biology,Basic Science
Interfacing with the Raspberry Pi,https://www.coursera.org/learn/raspberry-pi-interface?specialization=iot,Electrical Engineering
Strategic Self-Marketing and Personal Branding,https://www.coursera.org/learn/self-marketing?specialization=career-brand-management,Personal Development
Blockchain Opportunity Analysis,https://www.coursera.org/learn/blockchain-opportunity-analysis?specialization=blockchain-revolution-enterprise,Business Strategy
"Python for Data Science, AI & Development",https://www.coursera.org/learn/python-for-applied-data-science-ai?specialization=data-engineering-foundations,Data Analysis
Object Oriented Programming in Java,https://www.coursera.org/learn/object-oriented-java?specialization=java-object-oriented,Software Development
Project Initiation and Planning,https://www.coursera.org/learn/project-initiation-planning?specialization=business-value-project-management,Leadership and Management
Accounting for Mergers and Acquisitions: Advanced Topics,https://www.coursera.org/learn/accounting-for-ma-2?specialization=mergersandacquisitions,Business Strategy
Work Smarter with Microsoft Excel,https://www.coursera.org/learn/microsoft-excel-work-smarter?specialization=microsoft-365-fundamentals,Business Essentials
Lean Software Development,https://www.coursera.org/learn/lean-software-development?specialization=software-development-lifecycle,Software Development
Linear Algebra for Machine Learning and Data Science,https://www.coursera.org/learn/machine-learning-linear-algebra?specialization=mathematics-for-machine-learning-and-data-science,Algorithms
Building Your Career in Music: Developing A Brand and Funding Your Music,https://www.coursera.org/learn/navigate-music-industry-independent-artist?specialization=music-business,Music and Art
Ethics of Artificial Intelligence,https://www.coursera.org/learn/ethics-of-artificial-intelligence?specialization=artificial-intelligence-overview,Algorithms
Innovation: From Creativity to Entrepreneurship Capstone,https://www.coursera.org/learn/innovation-creativity-entrepreneurship-capstone?specialization=innovation-creativity-entrepreneurship,Entrepreneurship
Numerical Methods for Engineers,https://www.coursera.org/learn/numerical-methods-engineers?specialization=mathematics-engineers,Math and Logic
Análisis de situaciones de negocio,https://www.coursera.org/learn/analisis-situaciones-negocio?specialization=direccion-empresas,Leadership and Management
Camera and Imaging,https://www.coursera.org/learn/cameraandimaging?specialization=firstprinciplesofcomputervision,Algorithms
Strategic Management - Capstone Project,https://www.coursera.org/learn/businesscap?specialization=strategic-management,Business Strategy
A Crash Course in Data Science,https://www.coursera.org/learn/data-science-course?specialization=executive-data-science,Data Analysis
Digital Strategy and Business Opportunity,https://www.coursera.org/learn/digital-strategy-business-opportunity?specialization=digital-marketing-strategy-planning,Marketing
Arranging for Songwriters,https://www.coursera.org/learn/arranging-for-songwriters?specialization=songwriting,Music and Art
Market Research and Consumer Behavior,https://www.coursera.org/learn/market-research?specialization=marketing-strategy,Marketing
Entrepreneurship 2: Launching your Start-Up,https://www.coursera.org/learn/wharton-launching-startup?specialization=wharton-entrepreneurship,Entrepreneurship
Data Collection and Processing with Python,https://www.coursera.org/learn/data-collection-processing-python?specialization=python-3-programming,Software Development
Introduction to Portfolio Construction and Analysis with Python,https://www.coursera.org/learn/introduction-portfolio-construction-python?specialization=investment-management-python-machine-learning,Finance
Developing Data Products,https://www.coursera.org/learn/data-products?specialization=data-science-statistics-machine-learning,Data Analysis
Capstone (React App),https://www.coursera.org/learn/capstone-react-app?specialization=meta-react-native,Mobile and Web Development
"Managing Asthma, Allergies, Diabetes, and Seizures in School",https://www.coursera.org/learn/managing-asthma-allergies-diabetes-and-seizures-in-school?specialization=school-health-for-children-and-adolescents,Patient Care
Sales Operations: Final Project,https://www.coursera.org/learn/sales-operations-final-project?specialization=sales-operations,Leadership and Management
Collaborate Effectively for Professional Success,https://www.coursera.org/learn/collaborate-effectively?specialization=people-and-soft-skills-for-professional-success,Personal Development
Setting the Stage for Success: An Eye on Safety Culture and Teamwork (Patient Safety II),https://www.coursera.org/learn/patient-safety-culture?specialization=patient-safety,Healthcare Management
Creative Writing: The Craft of Style,https://www.coursera.org/learn/craft-of-style?specialization=creative-writing,Music and Art
Best Practices in Planning DE&I Interventions,https://www.coursera.org/learn/best-practices-in-planning-dei-interventions?specialization=organizational-leadership-in-diversity-equity-and-inclusion,Leadership and Management
Wearable Technologies and Sports Analytics,https://www.coursera.org/learn/wearable-technologies?specialization=sports-analytics,Data Analysis
Organizational Behavior: How to Manage People,https://www.coursera.org/learn/managing-people-iese?specialization=foundations-management,Leadership and Management
Introduction to Object-Oriented Programming with Java,https://www.coursera.org/learn/object-oriented-programming-with-java?specialization=core-java,Software Development
Investment Banking: Financial Analysis and Valuation,https://www.coursera.org/learn/investment-banking-financial-analysis-valuation?specialization=mergersandacquisitions,Finance
Advanced Content and Social Tactics to Optimize SEO,https://www.coursera.org/learn/seo-tactics?specialization=seo,Marketing
CUDA at Scale for the Enterprise,https://www.coursera.org/learn/cuda-at-scale-for-the-enterprise?specialization=gpu-programming,Software Development
Predictive Modeling and Analytics ,https://www.coursera.org/learn/predictive-modeling-analytics?specialization=data-analytics-business,Data Analysis
